country,date,cases,new cases,pop,School closure,Border closure,Event ban,Gathering ban,Venue closure,Lockdown,Work ban
United States,2020-01-21,0,1,327.2,0,0,0,0,0,0,0
United States,2020-01-22,1,0,327.2,0,0,0,0,0,0,0
France,2020-01-23,0,2,67,0,0,0,0,0,0,0
United States,2020-01-23,1,1,327.2,0,0,0,0,0,0,0
France,2020-01-24,2,1,67,0,0,0,0,0,0,0
United States,2020-01-24,2,0,327.2,0,0,0,0,0,0,0
Australia,2020-01-25,0,4,25,0,0,0,0,0,0,0
Canada,2020-01-25,0,1,37.1,0,0,0,0,0,0,0
France,2020-01-25,3,0,67,0,0,0,0,0,0,0
United States,2020-01-25,2,3,327.2,0,0,0,0,0,0,0
Germany,2020-01-26,0,1,82.9,0,0,0,0,0,0,0
Australia,2020-01-26,4,1,25,0,0,0,0,0,0,0
Canada,2020-01-26,1,0,37.1,0,0,0,0,0,0,0
France,2020-01-26,3,0,67,0,0,0,0,0,0,0
United States,2020-01-26,5,0,327.2,0,0,0,0,0,0,0
Australia,2020-01-27,5,0,25,0,0,0,0,0,0,0
Canada,2020-01-27,1,1,37.1,0,0,0,0,0,0,0
Germany,2020-01-27,1,3,82.9,0,0,0,0,0,0,0
France,2020-01-27,3,1,67,0,0,0,0,0,0,0
United States,2020-01-27,5,0,327.2,0,0,0,0,0,0,0
Finland,2020-01-28,0,1,5.5,0,0,0,0,0,0,0
Australia,2020-01-28,5,1,25,0,0,0,0,0,0,0
Canada,2020-01-28,2,0,37.1,0,0,0,0,0,0,0
Germany,2020-01-28,4,0,82.9,0,0,0,0,0,0,0
France,2020-01-28,4,1,67,0,0,0,0,0,0,0
United States,2020-01-28,5,0,327.2,0,0,0,0,0,0,0
Australia,2020-01-29,6,3,25,0,0,0,0,0,0,0
Canada,2020-01-29,2,0,37.1,0,0,0,0,0,0,0
Germany,2020-01-29,4,0,82.9,0,0,0,0,0,0,0
Finland,2020-01-29,1,0,5.5,0,0,0,0,0,0,0
France,2020-01-29,5,0,67,0,0,0,0,0,0,0
United States,2020-01-29,5,0,327.2,0,0,0,0,0,0,0
United Kingdom,2020-01-30,0,2,66.5,0,0,0,0,0,0,0
Italy,2020-01-30,0,2,60.4,0,0,0,0,0,0,0
Sweden,2020-01-30,0,1,10.2,0,0,0,0,0,0,0
Australia,2020-01-30,9,0,25,0,0,0,0,0,0,0
Canada,2020-01-30,2,2,37.1,0,0,0,0,0,0,0
Germany,2020-01-30,4,1,82.9,0,0,0,0,0,0,0
Finland,2020-01-30,1,0,5.5,0,0,0,0,0,0,0
France,2020-01-30,5,0,67,0,0,0,0,0,0,0
United States,2020-01-30,5,2,327.2,0,0,0,0,0,0,0
Spain,2020-01-31,0,1,46.7,0,0,0,0,0,0,0
Australia,2020-01-31,9,3,25,0,0,0,0,0,0,0
Canada,2020-01-31,4,0,37.1,0,0,0,0,0,0,0
Germany,2020-01-31,5,3,82.9,0,0,0,0,0,0,0
Finland,2020-01-31,1,0,5.5,0,0,0,0,0,0,0
France,2020-01-31,5,1,67,0,0,0,0,0,0,0
United Kingdom,2020-01-31,2,0,66.5,0,0,0,0,0,0,0
Italy,2020-01-31,2,0,60.4,0,0,0,0,0,0,0
Sweden,2020-01-31,1,0,10.2,0,0,0,0,0,0,0
United States,2020-01-31,7,1,327.2,0,0,0,0,0,0,0
Australia,2020-02-01,12,0,25,0,0,0,0,0,0,0
Canada,2020-02-01,4,0,37.1,0,0,0,0,0,0,0
Germany,2020-02-01,8,2,82.9,0,0,0,0,0,0,0
Spain,2020-02-01,1,0,46.7,0,0,0,0,0,0,0
Finland,2020-02-01,1,0,5.5,0,0,0,0,0,0,0
France,2020-02-01,6,0,67,0,0,0,0,0,0,0
United Kingdom,2020-02-01,2,0,66.5,0,0,0,0,0,0,0
Italy,2020-02-01,2,0,60.4,0,0,0,0,0,0,0
Sweden,2020-02-01,1,0,10.2,0,0,0,0,0,0,0
United States,2020-02-01,8,0,327.2,0,0,0,0,0,0,0
Australia,2020-02-02,12,0,25,0,0,0,0,0,0,0
Canada,2020-02-02,4,0,37.1,0,0,0,0,0,0,0
Germany,2020-02-02,10,2,82.9,0,0,0,0,0,0,0
Spain,2020-02-02,1,0,46.7,0,0,0,0,0,0,0
Finland,2020-02-02,1,0,5.5,0,0,0,0,0,0,0
France,2020-02-02,6,0,67,0,0,0,0,0,0,0
United Kingdom,2020-02-02,2,0,66.5,0,0,0,0,0,0,0
Italy,2020-02-02,2,0,60.4,0,0,0,0,0,0,0
Sweden,2020-02-02,1,0,10.2,0,0,0,0,0,0,0
United States,2020-02-02,8,3,327.2,0,0,0,0,0,0,0
Belgium,2020-02-03,0,1,11.4,0,0,0,0,0,0,0
Australia,2020-02-03,12,1,25,0,0,0,0,0,0,0
Canada,2020-02-03,4,0,37.1,0,0,0,0,0,0,0
Germany,2020-02-03,12,0,82.9,0,0,0,0,0,0,0
Spain,2020-02-03,1,0,46.7,0,0,0,0,0,0,0
Finland,2020-02-03,1,0,5.5,0,0,0,0,0,0,0
France,2020-02-03,6,0,67,0,0,0,0,0,0,0
United Kingdom,2020-02-03,2,0,66.5,0,0,0,0,0,0,0
Italy,2020-02-03,2,0,60.4,0,0,0,0,0,0,0
Sweden,2020-02-03,1,0,10.2,0,0,0,0,0,0,0
United States,2020-02-03,11,0,327.2,0,0,0,0,0,0,0
Australia,2020-02-04,13,0,25,0,0,0,0,0,0,0
Belgium,2020-02-04,1,0,11.4,0,0,0,0,0,0,0
Canada,2020-02-04,4,1,37.1,0,0,0,0,0,0,0
Germany,2020-02-04,12,0,82.9,0,0,0,0,0,0,0
Spain,2020-02-04,1,0,46.7,0,0,0,0,0,0,0
Finland,2020-02-04,1,0,5.5,0,0,0,0,0,0,0
France,2020-02-04,6,0,67,0,0,0,0,0,0,0
United Kingdom,2020-02-04,2,0,66.5,0,0,0,0,0,0,0
Italy,2020-02-04,2,0,60.4,0,0,0,0,0,0,0
Sweden,2020-02-04,1,0,10.2,0,0,0,0,0,0,0
United States,2020-02-04,11,0,327.2,0,0,0,0,0,0,0
Australia,2020-02-05,13,1,25,0,0,0,0,0,0,0
Belgium,2020-02-05,1,0,11.4,0,0,0,0,0,0,0
Canada,2020-02-05,5,0,37.1,0,0,0,0,0,0,0
Germany,2020-02-05,12,0,82.9,0,0,0,0,0,0,0
Spain,2020-02-05,1,0,46.7,0,0,0,0,0,0,0
Finland,2020-02-05,1,0,5.5,0,0,0,0,0,0,0
France,2020-02-05,6,0,67,0,0,0,0,0,0,0
United Kingdom,2020-02-05,2,0,66.5,0,0,0,0,0,0,0
Italy,2020-02-05,2,0,60.4,0,0,0,0,0,0,0
Sweden,2020-02-05,1,0,10.2,0,0,0,0,0,0,0
United States,2020-02-05,11,0,327.2,0,0,0,0,0,0,0
Australia,2020-02-06,14,1,25,0,0,0,0,0,0,0
Belgium,2020-02-06,1,0,11.4,0,0,0,0,0,0,0
Canada,2020-02-06,5,2,37.1,0,0,0,0,0,0,0
Germany,2020-02-06,12,1,82.9,0,0,0,0,0,0,0
Spain,2020-02-06,1,0,46.7,0,0,0,0,0,0,0
Finland,2020-02-06,1,0,5.5,0,0,0,0,0,0,0
France,2020-02-06,6,0,67,0,0,0,0,0,0,0
United Kingdom,2020-02-06,2,1,66.5,0,0,0,0,0,0,0
Italy,2020-02-06,2,1,60.4,0,0,0,0,0,0,0
Sweden,2020-02-06,1,0,10.2,0,0,0,0,0,0,0
United States,2020-02-06,11,0,327.2,0,0,0,0,0,0,0
Australia,2020-02-07,15,0,25,0,0,0,0,0,0,0
Belgium,2020-02-07,1,0,11.4,0,0,0,0,0,0,0
Canada,2020-02-07,7,0,37.1,0,0,0,0,0,0,0
Germany,2020-02-07,13,0,82.9,0,0,0,0,0,0,0
Spain,2020-02-07,1,0,46.7,0,0,0,0,0,0,0
Finland,2020-02-07,1,0,5.5,0,0,0,0,0,0,0
France,2020-02-07,6,5,67,0,0,0,0,0,0,0
United Kingdom,2020-02-07,3,0,66.5,0,0,0,0,0,0,0
Italy,2020-02-07,3,0,60.4,0,0,0,0,0,0,0
Sweden,2020-02-07,1,0,10.2,0,0,0,0,0,0,0
United States,2020-02-07,11,0,327.2,0,0,0,0,0,0,0
Australia,2020-02-08,15,0,25,0,0,0,0,0,0,0
Belgium,2020-02-08,1,0,11.4,0,0,0,0,0,0,0
Canada,2020-02-08,7,0,37.1,0,0,0,0,0,0,0
Germany,2020-02-08,13,1,82.9,0,0,0,0,0,0,0
Spain,2020-02-08,1,1,46.7,0,0,0,0,0,0,0
Finland,2020-02-08,1,0,5.5,0,0,0,0,0,0,0
France,2020-02-08,11,0,67,0,0,0,0,0,0,0
United Kingdom,2020-02-08,3,0,66.5,0,0,0,0,0,0,0
Italy,2020-02-08,3,0,60.4,0,0,0,0,0,0,0
Sweden,2020-02-08,1,0,10.2,0,0,0,0,0,0,0
United States,2020-02-08,11,0,327.2,0,0,0,0,0,0,0
Australia,2020-02-09,15,0,25,0,0,0,0,0,0,0
Belgium,2020-02-09,1,0,11.4,0,0,0,0,0,0,0
Canada,2020-02-09,7,0,37.1,0,0,0,0,0,0,0
Germany,2020-02-09,14,0,82.9,0,0,0,0,0,0,0
Spain,2020-02-09,2,0,46.7,0,0,0,0,0,0,0
Finland,2020-02-09,1,0,5.5,0,0,0,0,0,0,0
France,2020-02-09,11,0,67,0,0,0,0,0,0,0
United Kingdom,2020-02-09,3,5,66.5,0,0,0,0,0,0,0
Italy,2020-02-09,3,0,60.4,0,0,0,0,0,0,0
Sweden,2020-02-09,1,0,10.2,0,0,0,0,0,0,0
United States,2020-02-09,11,0,327.2,0,0,0,0,0,0,0
Australia,2020-02-10,15,0,25,0,0,0,0,0,0,0
Belgium,2020-02-10,1,0,11.4,0,0,0,0,0,0,0
Canada,2020-02-10,7,0,37.1,0,0,0,0,0,0,0
Germany,2020-02-10,14,2,82.9,0,0,0,0,0,0,0
Spain,2020-02-10,2,0,46.7,0,0,0,0,0,0,0
Finland,2020-02-10,1,0,5.5,0,0,0,0,0,0,0
France,2020-02-10,11,0,67,0,0,0,0,0,0,0
United Kingdom,2020-02-10,8,0,66.5,0,0,0,0,0,0,0
Italy,2020-02-10,3,0,60.4,0,0,0,0,0,0,0
Sweden,2020-02-10,1,0,10.2,0,0,0,0,0,0,0
United States,2020-02-10,11,1,327.2,0,0,0,0,0,0,0
Australia,2020-02-11,15,0,25,0,0,0,0,0,0,0
Belgium,2020-02-11,1,0,11.4,0,0,0,0,0,0,0
Canada,2020-02-11,7,0,37.1,0,0,0,0,0,0,0
Germany,2020-02-11,16,0,82.9,0,0,0,0,0,0,0
Spain,2020-02-11,2,0,46.7,0,0,0,0,0,0,0
Finland,2020-02-11,1,0,5.5,0,0,0,0,0,0,0
France,2020-02-11,11,0,67,0,0,0,0,0,0,0
United Kingdom,2020-02-11,8,1,66.5,0,0,0,0,0,0,0
Italy,2020-02-11,3,0,60.4,0,0,0,0,0,0,0
Sweden,2020-02-11,1,0,10.2,0,0,0,0,0,0,0
United States,2020-02-11,12,0,327.2,0,0,0,0,0,0,0
Australia,2020-02-12,15,0,25,0,0,0,0,0,0,0
Belgium,2020-02-12,1,0,11.4,0,0,0,0,0,0,0
Canada,2020-02-12,7,0,37.1,0,0,0,0,0,0,0
Germany,2020-02-12,16,0,82.9,0,0,0,0,0,0,0
Spain,2020-02-12,2,0,46.7,0,0,0,0,0,0,0
Finland,2020-02-12,1,0,5.5,0,0,0,0,0,0,0
France,2020-02-12,11,0,67,0,0,0,0,0,0,0
United Kingdom,2020-02-12,9,0,66.5,0,0,0,0,0,0,0
Italy,2020-02-12,3,0,60.4,0,0,0,0,0,0,0
Sweden,2020-02-12,1,0,10.2,0,0,0,0,0,0,0
United States,2020-02-12,12,1,327.2,0,0,0,0,0,0,0
Australia,2020-02-13,15,0,25,0,0,0,0,0,0,0
Belgium,2020-02-13,1,0,11.4,0,0,0,0,0,0,0
Canada,2020-02-13,7,0,37.1,0,0,0,0,0,0,0
Germany,2020-02-13,16,0,82.9,0,0,0,0,0,0,0
Spain,2020-02-13,2,0,46.7,0,0,0,0,0,0,0
Finland,2020-02-13,1,0,5.5,0,0,0,0,0,0,0
France,2020-02-13,11,0,67,0,0,0,0,0,0,0
United Kingdom,2020-02-13,9,0,66.5,0,0,0,0,0,0,0
Italy,2020-02-13,3,0,60.4,0,0,0,0,0,0,0
Sweden,2020-02-13,1,0,10.2,0,0,0,0,0,0,0
United States,2020-02-13,13,0,327.2,0,0,0,0,0,0,0
Australia,2020-02-14,15,0,25,0,0,0,0,0,0,0
Belgium,2020-02-14,1,0,11.4,0,0,0,0,0,0,0
Canada,2020-02-14,7,0,37.1,0,0,0,0,0,0,0
Germany,2020-02-14,16,0,82.9,0,0,0,0,0,0,0
Spain,2020-02-14,2,0,46.7,0,0,0,0,0,0,0
Finland,2020-02-14,1,0,5.5,0,0,0,0,0,0,0
France,2020-02-14,11,1,67,0,0,0,0,0,0,0
United Kingdom,2020-02-14,9,0,66.5,0,0,0,0,0,0,0
Italy,2020-02-14,3,0,60.4,0,0,0,0,0,0,0
Sweden,2020-02-14,1,0,10.2,0,0,0,0,0,0,0
United States,2020-02-14,13,0,327.2,0,0,0,0,0,0,0
Australia,2020-02-15,15,0,25,0,0,0,0,0,0,0
Belgium,2020-02-15,1,0,11.4,0,0,0,0,0,0,0
Canada,2020-02-15,7,0,37.1,0,0,0,0,0,0,0
Germany,2020-02-15,16,0,82.9,0,0,0,0,0,0,0
Spain,2020-02-15,2,0,46.7,0,0,0,0,0,0,0
Finland,2020-02-15,1,0,5.5,0,0,0,0,0,0,0
France,2020-02-15,12,0,67,0,0,0,0,0,0,0
United Kingdom,2020-02-15,9,0,66.5,0,0,0,0,0,0,0
Italy,2020-02-15,3,0,60.4,0,0,0,0,0,0,0
Sweden,2020-02-15,1,0,10.2,0,0,0,0,0,0,0
United States,2020-02-15,13,0,327.2,0,0,0,0,0,0,0
Australia,2020-02-16,15,0,25,0,0,0,0,0,0,0
Belgium,2020-02-16,1,0,11.4,0,0,0,0,0,0,0
Canada,2020-02-16,7,1,37.1,0,0,0,0,0,0,0
Germany,2020-02-16,16,0,82.9,0,0,0,0,0,0,0
Spain,2020-02-16,2,0,46.7,0,0,0,0,0,0,0
Finland,2020-02-16,1,0,5.5,0,0,0,0,0,0,0
France,2020-02-16,12,0,67,0,0,0,0,0,0,0
United Kingdom,2020-02-16,9,0,66.5,0,0,0,0,0,0,0
Italy,2020-02-16,3,0,60.4,0,0,0,0,0,0,0
Sweden,2020-02-16,1,0,10.2,0,0,0,0,0,0,0
United States,2020-02-16,13,0,327.2,0,0,0,0,0,0,0
Australia,2020-02-17,15,0,25,0,0,0,0,0,0,0
Belgium,2020-02-17,1,0,11.4,0,0,0,0,0,0,0
Canada,2020-02-17,8,0,37.1,0,0,0,0,0,0,0
Germany,2020-02-17,16,0,82.9,0,0,0,0,0,0,0
Spain,2020-02-17,2,0,46.7,0,0,0,0,0,0,0
Finland,2020-02-17,1,0,5.5,0,0,0,0,0,0,0
France,2020-02-17,12,0,67,0,0,0,0,0,0,0
United Kingdom,2020-02-17,9,0,66.5,0,0,0,0,0,0,0
Italy,2020-02-17,3,0,60.4,0,0,0,0,0,0,0
Sweden,2020-02-17,1,0,10.2,0,0,0,0,0,0,0
United States,2020-02-17,13,0,327.2,0,0,0,0,0,0,0
Australia,2020-02-18,15,0,25,0,0,0,0,0,0,0
